InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,ProductID,Category
INV-259797,STK0010,Novel Book,37,2024-03-14,12.0,10022,United Kingdom,10,Books
INV-428429,STK0004,T-Shirt,15,2023-10-11,19.0,10047,France,4,Clothing
INV-812591,STK0006,Sneakers,31,2023-11-09,79.0,10063,Belgium,6,Clothing
INV-214119,STK0003,Headphones,42,2025-05-29,59.0,10018,Belgium,3,Electronics
INV-305973,STK0005,Jeans,47,2023-03-19,39.0,10003,Belgium,5,Clothing
INV-762308,STK0001,Smartphone,38,2023-08-06,499.0,10005,Belgium,1,Electronics
INV-373276,STK0009,Desk Lamp,35,2024-01-10,25.0,10051,Netherlands,9,Home
INV-909652,STK0010,Novel Book,47,2024-05-28,12.0,10066,Germany,10,Books
INV-516059,STK0006,Sneakers,-33,2025-04-05,79.0,10079,France,6,Clothing
INV-893988,STK0009,Desk Lamp,9,2024-08-02,25.0,10085,France,9,Home
INV-871667,STK0008,Toaster,23,2023-08-26,35.0,10009,Norway,8,Home
INV-487380,STK0004,T-Shirt,3,2025-03-21,19.0,10047,Italy,4,Clothing
INV-592489,STK0008,Toaster,3,2023-04-16,35.0,10091,Belgium,8,Home
INV-764343,STK0005,Jeans,48,2023-06-28,39.0,10049,Italy,5,Clothing
INV-483041,STK0010,Novel Book,42,2023-09-15,12.0,10049,Netherlands,10,Books
INV-641455,STK0007,Blender,23,2025-03-22,45.0,10062,Portugal,7,Home
INV-106918,STK0009,Desk Lamp,9,2024-06-10,25.0,10083,Norway,9,Home
INV-321791,STK0003,Headphones,12,2025-04-16,59.0,10016,Netherlands,3,Electronics
INV-534753,STK0006,Sneakers,47,2024-05-05,79.0,10027,Portugal,6,Clothing
INV-269078,STK0007,Blender,2,2024-08-29,45.0,10021,France,7,Home
INV-760120,STK0009,Desk Lamp,3,2023-06-20,25.0,10034,France,9,Home
INV-641737,STK0007,Blender,39,2025-06-18,45.0,10093,Norway,7,Home
INV-189913,STK0004,T-Shirt,29,2024-05-08,19.0,10022,Netherlands,4,Clothing
INV-970699,STK0007,Blender,39,2025-02-24,45.0,10024,Portugal,7,Home
INV-791691,STK0009,Desk Lamp,17,2025-08-02,25.0,10059,Portugal,9,Home
INV-719284,STK0002,Laptop,15,2023-01-17,999.0,10026,Belgium,2,Electronics
INV-628859,STK0007,Blender,10,2025-07-12,45.0,10079,Portugal,7,Home
INV-140932,STK0009,Desk Lamp,33,2024-11-06,25.0,10017,Portugal,9,Home
INV-665482,STK0001,Smartphone,50,2024-03-06,499.0,10048,United Kingdom,1,Electronics
INV-831531,STK0009,Desk Lamp,28,2025-03-19,25.0,10099,Italy,9,Home
INV-467544,STK0010,Novel Book,48,2024-08-12,12.0,10013,Italy,10,Books
INV-240386,STK0005,Jeans,31,2023-03-27,39.0,10037,Portugal,5,Clothing
INV-670143,STK0007,Blender,17,2025-03-19,45.0,10001,Portugal,7,Home
INV-647923,STK0002,Laptop,-34,2024-12-05,999.0,10041,Italy,2,Electronics
INV-479867,STK0002,Laptop,10,2023-09-25,999.0,10069,Italy,2,Electronics
INV-692099,STK0006,Sneakers,40,2025-02-12,79.0,10027,Italy,6,Clothing
INV-678923,STK0009,Desk Lamp,31,2024-05-10,25.0,10033,Norway,9,Home
INV-705711,STK0006,Sneakers,50,2025-05-25,79.0,10085,Germany,6,Clothing
INV-884140,STK0004,T-Shirt,29,2023-04-13,19.0,10028,Belgium,4,Clothing
INV-520018,STK0006,Sneakers,36,2023-02-23,79.0,10021,Italy,6,Clothing
INV-766764,STK0001,Smartphone,6,2024-09-06,499.0,10056,Germany,1,Electronics
INV-167193,STK0005,Jeans,15,2025-01-11,39.0,10050,Italy,5,Clothing
INV-743789,STK0009,Desk Lamp,19,2025-03-03,25.0,10023,Ireland,9,Home
INV-560295,STK0001,Smartphone,13,2024-06-14,499.0,10037,Netherlands,1,Electronics
INV-135241,STK0010,Novel Book,33,2023-06-23,12.0,10087,United Kingdom,10,Books
INV-477214,STK0004,T-Shirt,-42,2023-10-10,19.0,10100,Italy,4,Clothing
INV-470281,STK0007,Blender,26,2025-01-24,45.0,10091,Germany,7,Home
INV-194545,STK0009,Desk Lamp,19,2024-08-19,25.0,10045,Spain,9,Home
INV-955129,STK0005,Jeans,15,2025-08-10,39.0,10052,Portugal,5,Clothing
INV-104877,STK0005,Jeans,12,2023-03-16,39.0,10065,Norway,5,Clothing
INV-456480,STK0002,Laptop,33,2025-04-12,999.0,10074,Norway,2,Electronics
INV-827912,STK0008,Toaster,25,2025-02-14,35.0,10044,Ireland,8,Home
INV-814703,STK0008,Toaster,38,2023-09-22,35.0,10009,Italy,8,Home
INV-764442,STK0004,T-Shirt,44,2024-02-27,19.0,10046,Belgium,4,Clothing
INV-661671,STK0001,Smartphone,45,2023-04-06,499.0,10052,Spain,1,Electronics
INV-179721,STK0009,Desk Lamp,12,2025-07-04,25.0,10074,Norway,9,Home
INV-291663,STK0004,T-Shirt,32,2023-09-05,19.0,10034,Netherlands,4,Clothing
INV-340341,STK0004,T-Shirt,16,2025-03-08,19.0,10014,Germany,4,Clothing
INV-182300,STK0008,Toaster,-40,2023-02-13,35.0,10062,Spain,8,Home
INV-750817,STK0006,Sneakers,32,2024-08-11,79.0,10036,Ireland,6,Clothing
INV-291755,STK0009,Desk Lamp,18,2023-05-12,25.0,10007,Belgium,9,Home
INV-938095,STK0007,Blender,31,2023-12-22,45.0,10051,France,7,Home
INV-579404,STK0002,Laptop,45,2023-01-09,999.0,10002,Netherlands,2,Electronics
INV-497859,STK0010,Novel Book,7,2023-09-23,12.0,10024,Belgium,10,Books
INV-375617,STK0004,T-Shirt,18,2024-01-10,19.0,10024,Ireland,4,Clothing
INV-544536,STK0004,T-Shirt,27,2025-05-24,19.0,10052,Norway,4,Clothing
INV-572623,STK0003,Headphones,37,2023-08-23,59.0,10013,Norway,3,Electronics
INV-943146,STK0004,T-Shirt,36,2023-05-30,19.0,10095,France,4,Clothing
INV-595962,STK0001,Smartphone,12,2025-07-03,499.0,10081,Belgium,1,Electronics
INV-659921,STK0006,Sneakers,32,2024-08-04,79.0,10007,Italy,6,Clothing
INV-203782,STK0003,Headphones,4,2025-05-09,59.0,10081,Germany,3,Electronics
INV-571706,STK0006,Sneakers,17,2025-08-12,79.0,10033,Spain,6,Clothing
INV-120798,STK0007,Blender,8,2024-09-12,45.0,10026,Portugal,7,Home
INV-703869,STK0009,Desk Lamp,12,2023-11-29,25.0,10087,Belgium,9,Home
INV-611174,STK0008,Toaster,6,2024-10-08,35.0,10019,France,8,Home
INV-771697,STK0006,Sneakers,27,2025-05-19,79.0,10010,Germany,6,Clothing
INV-269868,STK0006,Sneakers,15,2024-12-28,79.0,10035,Portugal,6,Clothing
INV-775958,STK0007,Blender,18,2024-01-07,45.0,10096,Portugal,7,Home
INV-646240,STK0008,Toaster,27,2023-05-09,35.0,10094,Netherlands,8,Home
INV-794180,STK0005,Jeans,48,2023-06-20,39.0,10051,Germany,5,Clothing
INV-200195,STK0002,Laptop,31,2024-02-11,999.0,10068,Germany,2,Electronics
INV-208976,STK0005,Jeans,40,2025-06-25,39.0,10050,Norway,5,Clothing
INV-340497,STK0004,T-Shirt,48,2023-05-15,19.0,10068,France,4,Clothing
INV-129959,STK0001,Smartphone,43,2025-06-03,499.0,10061,Ireland,1,Electronics
INV-666843,STK0005,Jeans,36,2024-12-15,39.0,10070,France,5,Clothing
INV-719531,STK0010,Novel Book,30,2024-07-31,12.0,10056,Belgium,10,Books
INV-770864,STK0009,Desk Lamp,20,2023-08-21,25.0,10012,Ireland,9,Home
INV-422823,STK0006,Sneakers,27,2023-01-01,79.0,10067,France,6,Clothing
INV-460589,STK0005,Jeans,31,2024-05-18,39.0,10097,Ireland,5,Clothing
INV-414164,STK0001,Smartphone,50,2023-08-25,499.0,10001,Belgium,1,Electronics
INV-491794,STK0004,T-Shirt,27,2023-09-13,19.0,10021,Italy,4,Clothing
INV-968668,STK0007,Blender,15,2023-09-03,45.0,10067,Portugal,7,Home
INV-946803,STK0005,Jeans,19,2023-10-03,39.0,10053,Netherlands,5,Clothing
INV-994940,STK0002,Laptop,12,2024-04-11,999.0,10080,Ireland,2,Electronics
INV-385353,STK0010,Novel Book,32,2023-02-20,0.0,10069,United Kingdom,10,Books
INV-294969,STK0002,Laptop,19,2025-01-14,999.0,10002,Netherlands,2,Electronics
INV-194578,STK0003,Headphones,1,2023-11-16,59.0,10064,Spain,3,Electronics
INV-586208,STK0001,Smartphone,22,2023-05-30,499.0,10008,Norway,1,Electronics
INV-913331,STK0007,Blender,5,2025-07-06,45.0,10033,Italy,7,Home
INV-968485,STK0001,Smartphone,8,2024-01-30,499.0,10099,Ireland,1,Electronics
INV-359168,STK0001,Smartphone,13,2024-06-17,499.0,10086,Netherlands,1,Electronics
INV-595793,STK0007,Blender,44,2023-06-12,45.0,10081,United Kingdom,7,Home
INV-880900,STK0009,Desk Lamp,34,2023-11-02,25.0,10026,Spain,9,Home
INV-154617,STK0004,T-Shirt,8,2023-01-16,19.0,10022,Norway,4,Clothing
INV-713099,STK0002,Laptop,26,2023-02-13,0.0,10075,Ireland,2,Electronics
INV-821846,STK0010,Novel Book,10,2023-06-11,12.0,10064,Germany,10,Books
INV-819265,STK0010,Novel Book,22,2024-10-02,12.0,10008,United Kingdom,10,Books
INV-472787,STK0003,Headphones,45,2024-05-14,59.0,10030,Spain,3,Electronics
INV-685472,STK0006,Sneakers,29,2024-01-22,79.0,10046,France,6,Clothing
INV-362874,STK0001,Smartphone,32,2024-07-09,499.0,10090,Ireland,1,Electronics
INV-298994,STK0010,Novel Book,12,2024-04-24,12.0,10036,Portugal,10,Books
INV-681456,STK0003,Headphones,5,2025-04-19,59.0,10034,Belgium,3,Electronics
INV-484945,STK0008,Toaster,1,2025-01-21,35.0,10024,United Kingdom,8,Home
INV-749838,STK0006,Sneakers,50,2023-03-06,79.0,10085,Belgium,6,Clothing
INV-958835,STK0007,Blender,13,2024-07-18,45.0,10020,Portugal,7,Home
INV-396882,STK0006,Sneakers,27,2024-06-19,79.0,10085,Germany,6,Clothing
INV-145903,STK0003,Headphones,12,2024-05-12,59.0,10025,Germany,3,Electronics
INV-133362,STK0010,Novel Book,42,2024-06-22,12.0,10080,Portugal,10,Books
INV-368371,STK0001,Smartphone,24,2023-01-14,499.0,10027,Ireland,1,Electronics
INV-972496,STK0002,Laptop,30,2024-07-25,999.0,10096,Italy,2,Electronics
INV-961957,STK0006,Sneakers,46,2024-06-25,79.0,10006,Germany,6,Clothing
INV-974991,STK0005,Jeans,5,2023-04-10,39.0,10013,Netherlands,5,Clothing
INV-657487,STK0007,Blender,13,2024-08-06,45.0,10081,France,7,Home
INV-685549,STK0009,Desk Lamp,27,2024-08-13,25.0,10046,Ireland,9,Home
INV-836677,STK0007,Blender,7,2024-02-16,45.0,10065,Spain,7,Home
INV-789472,STK0003,Headphones,35,2023-12-27,59.0,10041,Belgium,3,Electronics
INV-440424,STK0006,Sneakers,27,2025-01-13,79.0,10042,Portugal,6,Clothing
INV-352415,STK0010,Novel Book,35,2025-08-06,12.0,10096,Norway,10,Books
INV-477496,STK0008,Toaster,29,2023-02-05,0.0,10037,Portugal,8,Home
INV-117094,STK0009,Desk Lamp,9,2023-11-04,25.0,10029,Netherlands,9,Home
INV-997287,STK0006,Sneakers,2,2025-04-22,79.0,10036,Belgium,6,Clothing
INV-636107,STK0009,Desk Lamp,37,2023-02-08,25.0,10059,Spain,9,Home
INV-263690,STK0003,Headphones,17,2023-08-27,59.0,10033,Norway,3,Electronics
INV-196369,STK0010,Novel Book,26,2023-03-21,12.0,10093,Spain,10,Books
INV-931420,STK0008,Toaster,12,2024-12-20,35.0,10074,Germany,8,Home
INV-724145,STK0005,Jeans,3,2023-03-22,39.0,10100,United Kingdom,5,Clothing
INV-908348,STK0006,Sneakers,23,2025-08-10,79.0,10016,Netherlands,6,Clothing
INV-883997,STK0010,Novel Book,1,2023-02-25,12.0,10040,Belgium,10,Books
INV-143182,STK0006,Sneakers,35,2024-12-15,79.0,10029,France,6,Clothing
INV-152973,STK0007,Blender,29,2023-04-03,45.0,10029,Italy,7,Home
INV-403859,STK0007,Blender,10,2024-08-08,45.0,10096,United Kingdom,7,Home
INV-674779,STK0007,Blender,17,2025-03-03,45.0,10090,France,7,Home
INV-899049,STK0003,Headphones,31,2024-10-29,59.0,10074,Netherlands,3,Electronics
INV-688426,STK0010,Novel Book,48,2023-09-30,12.0,10100,Italy,10,Books
INV-439121,STK0010,Novel Book,6,2024-01-10,12.0,10045,Netherlands,10,Books
INV-436318,STK0006,Sneakers,39,2023-06-23,79.0,10045,Portugal,6,Clothing
INV-961493,STK0008,Toaster,40,2025-04-17,35.0,10030,Netherlands,8,Home
INV-818651,STK0006,Sneakers,10,2023-04-26,79.0,10095,United Kingdom,6,Clothing
INV-354854,STK0010,Novel Book,10,2023-01-15,12.0,10044,Germany,10,Books
INV-419939,STK0008,Toaster,31,2024-07-04,35.0,10028,Netherlands,8,Home
INV-672967,STK0009,Desk Lamp,49,2025-01-17,25.0,10019,United Kingdom,9,Home
INV-494900,STK0010,Novel Book,43,2023-03-03,12.0,10037,Netherlands,10,Books
INV-927524,STK0010,Novel Book,18,2023-01-09,12.0,10009,Italy,10,Books
INV-792451,STK0005,Jeans,43,2025-06-04,39.0,10014,United Kingdom,5,Clothing
INV-406703,STK0007,Blender,15,2024-12-27,45.0,10013,Spain,7,Home
INV-608205,STK0010,Novel Book,35,2024-04-13,12.0,10072,United Kingdom,10,Books
INV-141683,STK0004,T-Shirt,34,2025-02-01,19.0,10021,United Kingdom,4,Clothing
INV-463625,STK0006,Sneakers,23,2024-05-28,79.0,10036,United Kingdom,6,Clothing
INV-756190,STK0005,Jeans,25,2023-01-31,39.0,10072,Norway,5,Clothing
INV-336540,STK0003,Headphones,22,2023-03-31,59.0,10094,Italy,3,Electronics
INV-646012,STK0010,Novel Book,41,2024-08-09,12.0,10020,Italy,10,Books
INV-427557,STK0010,Novel Book,22,2024-10-30,12.0,10018,Portugal,10,Books
INV-667650,STK0004,T-Shirt,9,2024-06-20,19.0,10018,Italy,4,Clothing
INV-907455,STK0003,Headphones,42,2023-11-22,59.0,10009,Belgium,3,Electronics
INV-658850,STK0002,Laptop,12,2025-01-14,999.0,10004,Spain,2,Electronics
INV-534152,STK0007,Blender,20,2025-07-04,45.0,10082,Norway,7,Home
INV-259338,STK0004,T-Shirt,7,2024-09-18,19.0,10079,Norway,4,Clothing
INV-735022,STK0010,Novel Book,40,2024-12-04,12.0,10004,Spain,10,Books
INV-183336,STK0008,Toaster,9,2024-12-30,35.0,10084,Spain,8,Home
INV-292913,STK0007,Blender,32,2023-08-20,45.0,10005,Italy,7,Home
INV-901677,STK0001,Smartphone,18,2024-11-18,499.0,10026,Netherlands,1,Electronics
INV-169348,STK0003,Headphones,29,2023-11-29,59.0,10059,Netherlands,3,Electronics
INV-548324,STK0007,Blender,50,2024-01-25,45.0,10093,Spain,7,Home
INV-513296,STK0010,Novel Book,48,2024-10-18,12.0,10091,United Kingdom,10,Books
INV-645940,STK0002,Laptop,29,2025-06-17,999.0,10032,Belgium,2,Electronics
INV-663996,STK0007,Blender,48,2025-02-22,45.0,10081,United Kingdom,7,Home
INV-299072,STK0005,Jeans,29,2025-04-27,39.0,10037,Ireland,5,Clothing
INV-274573,STK0007,Blender,19,2024-06-13,45.0,10019,Ireland,7,Home
INV-970206,STK0008,Toaster,6,2025-03-08,35.0,10075,Belgium,8,Home
INV-241879,STK0007,Blender,27,2024-04-09,45.0,10076,Netherlands,7,Home
INV-576769,STK0002,Laptop,17,2024-12-29,999.0,10021,Germany,2,Electronics
INV-195620,STK0002,Laptop,46,2024-06-20,999.0,10091,Italy,2,Electronics
INV-862182,STK0009,Desk Lamp,40,2024-01-25,25.0,10006,France,9,Home
INV-451475,STK0010,Novel Book,43,2023-05-29,12.0,10023,United Kingdom,10,Books
INV-539963,STK0005,Jeans,20,2023-10-23,39.0,10081,France,5,Clothing
INV-223264,STK0003,Headphones,-13,2023-01-13,59.0,10059,Ireland,3,Electronics
INV-996963,STK0008,Toaster,35,2024-05-20,35.0,10031,Netherlands,8,Home
INV-717466,STK0008,Toaster,30,2024-09-06,35.0,10001,Netherlands,8,Home
INV-673929,STK0005,Jeans,40,2023-08-01,39.0,10007,France,5,Clothing
INV-255457,STK0001,Smartphone,42,2023-02-03,499.0,10086,Portugal,1,Electronics
INV-978721,STK0010,Novel Book,20,2023-04-22,12.0,10054,France,10,Books
INV-269172,STK0005,Jeans,40,2024-08-09,39.0,10072,France,5,Clothing
INV-577456,STK0010,Novel Book,24,2023-11-03,12.0,10042,Spain,10,Books
INV-497346,STK0002,Laptop,49,2023-10-27,999.0,10061,France,2,Electronics
INV-227950,STK0005,Jeans,22,2024-12-13,39.0,10027,Portugal,5,Clothing
INV-161010,STK0002,Laptop,37,2023-03-31,999.0,10062,Portugal,2,Electronics
INV-926471,STK0005,Jeans,28,2024-06-22,39.0,10074,Portugal,5,Clothing
INV-471042,STK0003,Headphones,40,2024-10-09,59.0,10064,Ireland,3,Electronics
INV-947228,STK0003,Headphones,40,2023-07-18,59.0,10001,Germany,3,Electronics
INV-125151,STK0008,Toaster,41,2023-08-01,35.0,10079,Italy,8,Home
INV-534153,STK0001,Smartphone,22,2023-08-06,499.0,10002,Netherlands,1,Electronics
INV-823535,STK0005,Jeans,17,2024-06-02,39.0,10071,Spain,5,Clothing
INV-904291,STK0001,Smartphone,8,2025-01-11,499.0,10073,Portugal,1,Electronics
INV-130531,STK0003,Headphones,13,2024-11-19,59.0,10062,Ireland,3,Electronics
INV-935981,STK0001,Smartphone,42,2024-04-16,499.0,10069,Spain,1,Electronics
INV-584935,STK0007,Blender,48,2024-08-01,45.0,10093,Spain,7,Home
INV-682145,STK0009,Desk Lamp,2,2025-03-29,25.0,10046,Germany,9,Home
INV-256557,STK0005,Jeans,2,2024-07-01,39.0,10022,Portugal,5,Clothing
INV-735111,STK0007,Blender,12,2025-02-08,45.0,10040,Spain,7,Home
INV-844321,STK0001,Smartphone,18,2023-09-01,499.0,10048,Ireland,1,Electronics
INV-969749,STK0005,Jeans,14,2024-01-19,39.0,10005,Netherlands,5,Clothing
INV-197102,STK0008,Toaster,33,2024-05-27,35.0,10020,Netherlands,8,Home
INV-456637,STK0008,Toaster,47,2023-12-02,35.0,10019,Germany,8,Home
INV-962074,STK0009,Desk Lamp,44,2023-02-07,25.0,10059,Italy,9,Home
INV-848344,STK0009,Desk Lamp,-8,2024-12-04,25.0,10077,Germany,9,Home
INV-449479,STK0008,Toaster,3,2025-02-02,35.0,10040,United Kingdom,8,Home
INV-705615,STK0005,Jeans,41,2023-07-17,39.0,10037,Norway,5,Clothing
INV-658131,STK0006,Sneakers,50,2023-06-02,79.0,10021,Norway,6,Clothing
INV-220020,STK0001,Smartphone,40,2024-07-09,499.0,10045,Belgium,1,Electronics
INV-433955,STK0005,Jeans,10,2024-08-10,39.0,10032,France,5,Clothing
INV-174703,STK0005,Jeans,40,2023-02-21,39.0,10017,United Kingdom,5,Clothing
INV-593602,STK0001,Smartphone,7,2024-02-06,499.0,10023,Portugal,1,Electronics
INV-721549,STK0008,Toaster,40,2023-07-22,35.0,10092,Belgium,8,Home
INV-182361,STK0008,Toaster,37,2025-07-30,35.0,10090,Ireland,8,Home
INV-201987,STK0008,Toaster,20,2024-04-21,35.0,10061,Netherlands,8,Home
INV-334665,STK0003,Headphones,40,2023-07-07,59.0,10090,Spain,3,Electronics
INV-927094,STK0006,Sneakers,30,2023-04-26,79.0,10045,Ireland,6,Clothing
INV-583646,STK0003,Headphones,19,2023-05-11,59.0,10066,Germany,3,Electronics
INV-525392,STK0002,Laptop,21,2023-11-06,999.0,10069,Ireland,2,Electronics
INV-520286,STK0010,Novel Book,27,2023-06-12,12.0,10062,Italy,10,Books
INV-169268,STK0006,Sneakers,14,2025-03-14,79.0,10056,Portugal,6,Clothing
INV-925571,STK0006,Sneakers,35,2024-11-16,79.0,10010,Portugal,6,Clothing
INV-977394,STK0008,Toaster,8,2024-07-22,35.0,10013,Ireland,8,Home
INV-284731,STK0005,Jeans,26,2025-04-13,39.0,10077,Italy,5,Clothing
INV-443312,STK0008,Toaster,42,2025-04-16,35.0,10018,Portugal,8,Home
INV-891662,STK0001,Smartphone,49,2024-06-28,499.0,10038,Italy,1,Electronics
INV-745474,STK0010,Novel Book,29,2023-11-21,12.0,10039,Portugal,10,Books
INV-932932,STK0005,Jeans,28,2023-04-02,39.0,10075,United Kingdom,5,Clothing
INV-741194,STK0009,Desk Lamp,26,2023-03-05,25.0,10048,Belgium,9,Home
INV-155708,STK0001,Smartphone,46,2023-04-23,499.0,10037,United Kingdom,1,Electronics
INV-346668,STK0007,Blender,45,2024-12-29,45.0,10049,Italy,7,Home
INV-500099,STK0007,Blender,35,2023-05-23,45.0,10025,Belgium,7,Home
INV-503277,STK0006,Sneakers,27,2024-11-17,79.0,10017,France,6,Clothing
INV-112166,STK0002,Laptop,-42,2024-05-13,999.0,10085,Italy,2,Electronics
INV-242371,STK0002,Laptop,9,2024-04-11,999.0,10090,Portugal,2,Electronics
INV-546383,STK0010,Novel Book,12,2025-04-19,12.0,10058,Italy,10,Books
INV-472566,STK0004,T-Shirt,12,2024-05-25,0.0,10094,Netherlands,4,Clothing
INV-846722,STK0009,Desk Lamp,18,2024-01-11,25.0,10005,United Kingdom,9,Home
INV-695748,STK0008,Toaster,46,2024-12-08,35.0,10011,France,8,Home
INV-865654,STK0009,Desk Lamp,49,2023-03-22,25.0,10067,Portugal,9,Home
INV-192742,STK0004,T-Shirt,31,2024-11-15,19.0,10010,Belgium,4,Clothing
INV-936866,STK0010,Novel Book,20,2024-07-01,12.0,10100,United Kingdom,10,Books
INV-591644,STK0008,Toaster,33,2023-12-06,35.0,10054,Spain,8,Home
INV-936997,STK0005,Jeans,19,2024-09-03,39.0,10096,Norway,5,Clothing
INV-862285,STK0010,Novel Book,17,2023-06-23,12.0,10074,United Kingdom,10,Books
INV-788201,STK0005,Jeans,48,2023-03-26,39.0,10017,Belgium,5,Clothing
INV-180595,STK0005,Jeans,17,2025-05-28,39.0,10033,United Kingdom,5,Clothing
INV-877444,STK0002,Laptop,39,2023-06-04,999.0,10085,Ireland,2,Electronics
INV-487728,STK0003,Headphones,17,2023-07-05,59.0,10068,United Kingdom,3,Electronics
INV-459502,STK0002,Laptop,10,2025-05-07,999.0,10064,Italy,2,Electronics
INV-907789,STK0007,Blender,16,2023-06-21,45.0,10027,Portugal,7,Home
INV-870033,STK0006,Sneakers,4,2023-04-29,79.0,10007,France,6,Clothing
INV-586554,STK0007,Blender,31,2025-02-09,45.0,10069,Netherlands,7,Home
INV-498249,STK0007,Blender,31,2024-03-21,45.0,10002,Norway,7,Home
INV-936039,STK0008,Toaster,25,2024-11-30,35.0,10006,Germany,8,Home
INV-657101,STK0006,Sneakers,28,2023-10-07,79.0,10043,Norway,6,Clothing
INV-380061,STK0002,Laptop,17,2025-03-02,999.0,10087,Netherlands,2,Electronics
INV-869983,STK0010,Novel Book,50,2024-12-07,12.0,10024,Spain,10,Books
INV-674213,STK0001,Smartphone,-44,2024-02-26,499.0,10013,Belgium,1,Electronics
INV-208954,STK0008,Toaster,23,2023-07-17,35.0,10005,United Kingdom,8,Home
INV-749485,STK0002,Laptop,4,2025-05-05,999.0,10028,Portugal,2,Electronics
INV-769078,STK0002,Laptop,46,2024-09-11,999.0,10017,Italy,2,Electronics
INV-788279,STK0010,Novel Book,12,2023-09-17,12.0,10038,Ireland,10,Books
INV-792561,STK0002,Laptop,41,2025-02-26,999.0,10055,Spain,2,Electronics
INV-369836,STK0003,Headphones,50,2024-01-27,59.0,10050,Spain,3,Electronics
INV-162976,STK0005,Jeans,17,2025-08-08,39.0,10026,Portugal,5,Clothing
INV-511707,STK0003,Headphones,42,2025-02-26,59.0,10056,Netherlands,3,Electronics
INV-743790,STK0002,Laptop,29,2023-03-16,999.0,10010,Portugal,2,Electronics
INV-862886,STK0005,Jeans,50,2023-06-02,39.0,10084,United Kingdom,5,Clothing
INV-139673,STK0007,Blender,18,2024-02-05,45.0,10074,United Kingdom,7,Home
INV-640418,STK0008,Toaster,31,2025-03-10,35.0,10009,Belgium,8,Home
INV-336817,STK0001,Smartphone,25,2024-05-08,499.0,10016,Portugal,1,Electronics
INV-661307,STK0006,Sneakers,22,2024-10-09,79.0,10083,Germany,6,Clothing
INV-483102,STK0009,Desk Lamp,22,2025-02-23,25.0,10038,Netherlands,9,Home
INV-285197,STK0009,Desk Lamp,3,2023-11-03,25.0,10090,Italy,9,Home
INV-211954,STK0006,Sneakers,32,2025-01-22,79.0,10025,France,6,Clothing
INV-137432,STK0004,T-Shirt,2,2024-05-15,19.0,10050,Germany,4,Clothing
INV-931247,STK0009,Desk Lamp,42,2025-05-04,25.0,10058,United Kingdom,9,Home
INV-138842,STK0006,Sneakers,4,2024-02-20,79.0,10016,Netherlands,6,Clothing
INV-946309,STK0009,Desk Lamp,30,2024-07-03,25.0,10020,Portugal,9,Home
INV-344303,STK0002,Laptop,3,2023-01-20,999.0,10061,Portugal,2,Electronics
INV-148026,STK0004,T-Shirt,45,2024-10-09,0.0,10007,Norway,4,Clothing
INV-960607,STK0002,Laptop,30,2023-03-07,999.0,10014,Germany,2,Electronics
INV-621292,STK0010,Novel Book,40,2024-03-12,12.0,10044,Italy,10,Books
INV-439984,STK0002,Laptop,44,2025-05-06,999.0,10028,United Kingdom,2,Electronics
INV-721894,STK0003,Headphones,22,2025-02-14,59.0,10054,France,3,Electronics
INV-830119,STK0006,Sneakers,36,2024-08-18,79.0,10006,France,6,Clothing
INV-204823,STK0010,Novel Book,25,2024-05-13,0.0,10011,United Kingdom,10,Books
INV-107574,STK0003,Headphones,6,2023-10-18,59.0,10054,Ireland,3,Electronics
INV-825990,STK0003,Headphones,14,2024-04-06,59.0,10053,Netherlands,3,Electronics
INV-283027,STK0010,Novel Book,45,2024-05-26,12.0,10079,Germany,10,Books
INV-757658,STK0005,Jeans,23,2023-07-16,39.0,10016,Belgium,5,Clothing
INV-200331,STK0010,Novel Book,24,2024-06-03,12.0,10029,Ireland,10,Books
INV-907750,STK0004,T-Shirt,18,2023-06-02,19.0,10088,Ireland,4,Clothing
INV-621682,STK0003,Headphones,11,2024-10-22,59.0,10047,Norway,3,Electronics
INV-319770,STK0007,Blender,17,2025-02-15,45.0,10059,United Kingdom,7,Home
INV-209493,STK0001,Smartphone,35,2024-05-11,499.0,10066,Germany,1,Electronics
INV-174301,STK0004,T-Shirt,47,2024-03-05,19.0,10026,Spain,4,Clothing
INV-341238,STK0002,Laptop,21,2024-02-27,999.0,10026,Italy,2,Electronics
INV-331381,STK0002,Laptop,31,2024-03-22,999.0,10019,Netherlands,2,Electronics
INV-739037,STK0008,Toaster,12,2025-01-07,35.0,10025,Spain,8,Home
INV-382795,STK0004,T-Shirt,22,2023-03-03,19.0,10036,France,4,Clothing
INV-216506,STK0008,Toaster,30,2023-08-14,35.0,10038,Portugal,8,Home
INV-264404,STK0010,Novel Book,11,2023-08-24,12.0,10012,Italy,10,Books
INV-998602,STK0009,Desk Lamp,32,2024-04-29,25.0,10060,Norway,9,Home
INV-115208,STK0007,Blender,48,2024-03-20,45.0,10075,Netherlands,7,Home
INV-720517,STK0003,Headphones,37,2023-02-15,59.0,10006,Ireland,3,Electronics
INV-869105,STK0009,Desk Lamp,3,2025-04-09,25.0,10090,Germany,9,Home
INV-574419,STK0008,Toaster,16,2024-12-10,35.0,10094,Italy,8,Home
INV-328596,STK0003,Headphones,23,2023-04-03,59.0,10003,Ireland,3,Electronics
